,capitulo,titulo_capitulo,articulo,numero,texto,emb
0,Capítulo I,BASES DE LA INSTITUCIONALIDAD,Artículo 1°,0,"Las personas nacen libres e iguales en dignidad y derechos. La familia es el núcleo fundamental de la sociedad. El Estado reconoce y ampara a los grupos intermedios a través de los cuales se organiza y estructura la sociedad y les garantiza la adecuada autonomía para cumplir sus propios fines específicos. El Estado está al servicio de la persona humana y su finalidad es promover el bien común, para lo cual debe contribuir a crear las condiciones sociales que permitan a todos y a cada uno de los integrantes de la comunidad nacional su mayor realización espiritual y material posible, con pleno respeto a los derechos y garantías que esta Constitución establece. Es deber del Estado resguardar la seguridad nacional, dar protección a la población y a la familia, propender al fortalecimiento de ésta, promover la integración armónica de todos los sectores de la Nación y asegurar el derecho de las personas a participar con igualdad de oportunidades en la vida nacional.","[-3.89939658e-02  2.42968816e-02 -5.95533401e-02 -7.71554932e-02
  1.62955150e-02 -9.74857341e-03  1.05071731e-01 -1.20692952e-02
 -2.75740419e-02  1.73616670e-02  1.22418664e-01 -3.19296010e-02
 -6.10157195e-03 -1.67621896e-02  1.13762379e-01 -7.67956395e-03
 -3.52157354e-02  1.76796410e-02 -2.71153208e-02  2.97639817e-02
  9.52162147e-02 -7.93835074e-02 -6.25027120e-02  6.06143475e-02
 -1.18835539e-01 -4.68740426e-02 -1.95825752e-03 -5.17399572e-02
 -9.32764113e-02 -4.47591655e-02 -7.13686086e-03  3.49855125e-02
  1.11136831e-01  4.02786545e-02 -4.14609872e-02  6.31598756e-02
  6.74530566e-02 -2.78037228e-03 -1.44799491e-02  7.24262074e-02
 -8.03562552e-02 -4.71740291e-02 -1.60299484e-02 -6.28542081e-02
 -7.42917694e-03 -5.95111400e-02  3.04881185e-02  5.08616231e-02
 -8.25065561e-03 -2.28817612e-02 -1.80772431e-02 -2.99041010e-02
 -2.20099669e-02  3.07522900e-02  6.87097609e-02 -1.47885699e-02
 -1.18834563e-02 -2.46625580e-02  4.09649797e-02  5.59852682e-02
 -4.78791120e-03  7.06400257e-03 -6.25301749e-02 -1.11604584e-02
  4.27146181e-02 -3.42415087e-02  3.37793864e-02  6.53491495e-03
 -2.77999286e-02  5.86461052e-02  8.62465724e-02 -2.29895655e-02
  2.42978353e-02  3.74838226e-02  1.58373881e-02  3.96503732e-02
 -3.88966352e-02  2.49308199e-02 -6.51062420e-03 -6.29629642e-02
  6.69651246e-03  4.96988334e-02  1.59676634e-02 -5.39963208e-02
 -2.38038711e-02 -1.33341569e-02 -5.72592467e-02  1.95189156e-02
  1.32210692e-02  4.61035594e-02 -5.04265465e-02  7.04724193e-02
 -2.35480745e-03 -5.40596806e-02  1.67792309e-02 -4.73665772e-04
  4.05519046e-02 -1.47716805e-01  4.18597497e-02  2.55475119e-02
  5.75764254e-02  5.78770414e-02  5.72104752e-02  6.34715781e-02
 -3.99812311e-02 -1.09294076e-02 -3.44930105e-02  3.96035565e-03
  6.54650445e-04  1.51803210e-01 -7.86693394e-02 -6.55071661e-02
 -5.43922111e-02 -3.36339511e-02 -7.93818682e-02 -1.96992401e-02
 -4.54660431e-02 -2.32670363e-02  4.77864109e-02 -9.49662104e-02
  1.15675712e-02  1.46541717e-02  8.33638571e-03 -5.17684855e-02
  6.85864910e-02 -8.07037111e-03  2.95511354e-02  1.16681230e-32
 -6.90820813e-02  2.71046422e-02 -4.48284633e-02  9.51267183e-02
 -2.25090925e-02  5.50290383e-02 -1.83347985e-02  3.60493734e-02
 -3.88286542e-03 -3.83849209e-03 -7.60552958e-02  6.49845824e-02
  2.14356259e-02  7.29720220e-02  9.33640525e-02 -1.30490614e-02
 -4.72477823e-02  2.17756517e-02  4.94370144e-03  8.39584321e-02
  1.92172751e-02  4.19953875e-02  1.70789100e-02 -2.52216812e-02
 -3.25658470e-02  2.47767009e-03  8.14232510e-03 -1.84353662e-03
 -4.15227525e-02  5.57307266e-02  2.49835122e-02  2.80121882e-02
  7.48828575e-02 -3.28102261e-02 -3.50931846e-02 -5.57118841e-02
  4.68706898e-02 -1.61248911e-02 -2.07792260e-02 -5.28064817e-02
 -6.00926802e-02  2.12449748e-02  2.52244379e-02  3.21549401e-02
  2.75188535e-02  4.32654779e-04  9.96360779e-02 -1.51194325e-02
  3.29825282e-02  2.08031107e-02 -4.04388718e-02 -1.28803616e-02
  1.23991864e-02 -7.93700814e-02 -2.75558364e-02  1.34861656e-02
 -6.25504702e-02  7.14704245e-02 -6.02139197e-02 -1.06023431e-01
  2.94672847e-02  6.88591041e-03  4.65641916e-02 -5.45517029e-03
 -5.59421070e-03 -4.03089300e-02  5.78866201e-03  1.97735801e-02
  1.44577175e-01  1.04195392e-02 -4.73678857e-02 -9.27705877e-03
 -4.99779917e-02  6.14533201e-02 -3.17555331e-02  3.00778840e-02
  3.51800583e-02  1.26698054e-02 -3.21538970e-02 -4.04700590e-03
 -8.48942250e-02  1.48968433e-03  2.28460189e-02  3.09118209e-03
  4.72744405e-02  5.78095168e-02  3.59934308e-02  5.75708970e-02
  8.34831595e-03  1.11809373e-01  1.13588874e-03  8.18765983e-02
  1.22532686e-02  3.97250727e-02  6.58594221e-02 -1.40597867e-32
 -8.17158166e-03  9.80006251e-03 -4.06721085e-02 -1.00926217e-02
  3.86644676e-02 -8.78984760e-03 -6.08648080e-03 -6.04475699e-02
 -6.11333512e-02 -8.05746242e-02 -8.68124366e-02 -1.17563523e-01
  6.25395626e-02 -2.71332078e-02 -6.64671510e-02 -4.42083692e-03
 -8.50493684e-02 -6.50843605e-02 -5.01836948e-02 -2.21377108e-04
 -1.26185920e-02  3.65915187e-02  5.37853725e-02  1.65534634e-02
  2.47746147e-02 -8.44795778e-02 -6.98623583e-02  1.74129996e-02
 -4.55611050e-02 -2.55459100e-02  7.56386742e-02 -8.14520696e-04
 -3.02615501e-02  2.06751544e-02  1.57506522e-02 -2.53306399e-03
  3.03978641e-02  2.23251693e-02 -3.04280315e-02  5.16443439e-02
  4.39801924e-02  8.28582495e-02 -5.94303310e-02 -2.38803551e-02
 -2.57228389e-02  4.63260822e-02  1.75978970e-02 -1.86571866e-01
 -3.37246507e-02 -2.73704510e-02  6.57829791e-02 -5.45590185e-02
 -4.40759435e-02 -8.31850842e-02  1.97240096e-02 -5.04900366e-02
  1.05005596e-02 -8.61928463e-02 -4.79883216e-02  1.12637812e-02
  1.90293845e-02 -6.72273850e-03 -7.35496804e-02  8.29995517e-03
  5.58404624e-02 -4.26886007e-02 -2.45837495e-02  8.39115307e-02
 -2.98227742e-02  5.70843592e-02  8.52348730e-02 -3.09015550e-02
 -1.52794123e-01 -2.60320846e-02 -1.54177211e-02 -6.36190698e-02
 -6.75417036e-02 -3.29445340e-02 -1.05075527e-03 -2.01548282e-02
 -1.11399060e-02 -2.07975842e-02 -2.05438938e-02 -8.19529518e-02
 -1.10286428e-02 -1.18168015e-02 -1.47949560e-02  1.08966723e-01
 -2.81536747e-02  6.23392761e-02 -2.57432349e-02 -2.45745499e-02
 -6.71210364e-02 -5.14869541e-02 -7.90889487e-02 -6.02798380e-08
  3.13154571e-02  2.75101606e-02  1.12463059e-02 -1.34243937e-02
 -1.90960746e-02 -3.44470404e-02 -3.02475374e-02  2.24758405e-02
  5.69097735e-02 -6.01839926e-03 -4.55681570e-02 -2.50983071e-02
 -1.24425692e-02  1.37421191e-02  5.23606576e-02 -3.21640037e-02
  7.63751417e-02  6.55892044e-02 -6.41244277e-02 -4.72630598e-02
  7.70542249e-02 -1.90617014e-02 -1.23668157e-01 -1.61846504e-02
  1.10059567e-02 -1.34761063e-02 -5.65615967e-02 -1.15130963e-04
 -5.83552457e-02  7.54017383e-02 -6.51973635e-02 -4.40246053e-02
 -1.48719195e-02 -6.12551756e-02 -6.22296659e-03  8.54503270e-03
  3.58066857e-02 -1.46392426e-02  2.68137418e-02 -6.14956357e-02
  1.20985195e-01 -1.59626957e-02 -8.89530554e-02  2.06991355e-03
 -5.93865998e-02 -8.13464373e-02 -4.15547239e-03  5.88680245e-02
 -2.52575427e-02  2.91255247e-02 -9.92195681e-03 -7.08312467e-02
  5.11446781e-02  1.77275371e-02  3.25580835e-02 -6.87058493e-02
 -3.37130344e-03  6.50573671e-02  4.09974121e-02  4.00193175e-03
  7.48717040e-02  1.11171074e-01  2.96012703e-02 -7.65821189e-02]"
1,Capítulo I,BASES DE LA INSTITUCIONALIDAD,Artículo 2º,0,"Son emblemas nacionales la bandera nacional, el escudo de armas de la República y el himno nacional.","[ 1.86691079e-02  7.52222538e-02 -5.29866517e-02 -6.55007362e-02
  2.48305015e-02  1.08298445e-02  2.16705929e-02  4.22821264e-04
  2.54197419e-02  3.77674066e-02 -6.85837353e-03 -2.61431392e-02
  5.37341973e-03 -3.55799906e-02  4.02476825e-02 -6.45733299e-03
 -5.23465686e-02  4.56726039e-03  5.88846952e-02 -1.18497852e-02
  1.12288803e-01 -4.83195484e-02 -9.71307606e-03  4.63593788e-02
 -5.53356037e-02 -1.75005235e-02 -1.50140654e-02  1.59341972e-02
 -5.33748828e-02 -6.32219613e-02 -2.88568921e-02  1.84486005e-02
  4.43113670e-02  1.60223953e-02 -4.07751165e-02 -1.70364615e-03
  4.86186519e-02 -1.82801615e-02  8.78785271e-03  3.26817147e-02
 -5.64769469e-02  1.18552812e-03  4.09675203e-02  1.24968123e-02
  7.24075548e-03 -4.01406403e-04 -2.37003490e-02  6.19242191e-02
  5.86975366e-04  6.00860417e-02  1.16109736e-01 -8.85077789e-02
  8.96887796e-04 -2.04723980e-02  6.10862561e-02  1.90984048e-02
 -1.78226046e-02 -5.32401092e-02  6.35447204e-02  6.54364750e-02
  6.33992329e-02  2.48266086e-02 -6.19505942e-02  1.62297220e-03
  2.89762411e-02 -2.08479166e-02  1.24565758e-01  6.07024319e-03
 -9.30025429e-02 -2.41355225e-02  1.38744190e-01 -6.44078031e-02
  5.74408565e-03  8.00723210e-03 -3.59470621e-02  6.60472587e-02
 -4.08641845e-02  7.63749480e-02 -4.89283502e-02 -8.06032047e-02
 -1.44956252e-02  1.26174375e-01 -1.55383628e-02 -1.12366015e-02
  5.62157147e-02  1.04165293e-01 -3.73386368e-02 -2.09591072e-02
 -8.68071150e-03  4.24279682e-02  2.62490101e-03  6.08735010e-02
  7.47412071e-02 -6.02211431e-02 -1.11798802e-03  2.83411779e-02
  1.23212025e-01  2.88521009e-03 -4.65724990e-03  3.68408412e-02
  1.05445378e-01  2.81453487e-02  3.57169062e-02  2.06755642e-02
 -6.54694363e-02  1.09370388e-02  3.14023308e-02 -1.96137670e-02
  1.30238282e-02  4.13199104e-02 -4.61387932e-02 -4.00788896e-02
 -1.00650050e-01 -6.82846159e-02 -9.37226787e-02 -8.02798849e-03
  1.16828876e-02 -8.40428844e-03  8.76272214e-04 -3.56580727e-02
  2.28265636e-02 -3.16645354e-02 -2.11942587e-02 -9.67631303e-03
  8.54912698e-02 -1.47109199e-02 -7.63856545e-02 -6.95135702e-34
 -3.20769940e-03  1.68547314e-02 -2.70571634e-02  2.90669147e-02
 -5.56509383e-02  1.97213050e-02 -1.64133403e-02 -4.20629382e-02
 -6.49329275e-02 -2.55083200e-02 -8.15222561e-02  6.39449805e-02
  6.87611848e-02 -2.01888091e-04  8.75755176e-02  1.80938784e-02
 -6.37330562e-02 -8.69307071e-02  6.00363947e-02  1.94680318e-02
 -9.54349488e-02  7.03006908e-02 -1.58941187e-02  3.86267267e-02
  3.15298587e-02  4.08820696e-02 -9.75240469e-02 -4.71190587e-02
 -6.95147812e-02  1.61406286e-02 -2.65962887e-03 -1.18028652e-02
  3.31468657e-02 -6.12469800e-02 -3.86040338e-04 -8.28057826e-02
  2.71801054e-02 -1.70907844e-03 -4.58827913e-02  1.62990410e-02
  7.21223131e-02 -1.17726326e-02 -3.70253325e-02  7.18313307e-02
  2.57563591e-02  1.89746954e-02 -2.46245097e-02 -1.41034359e-02
  1.32908687e-01 -6.73391744e-02 -1.47376889e-02  7.23408442e-03
 -5.87000623e-02 -1.39852375e-01 -7.46512739e-03  4.38860338e-03
 -9.46787074e-02  1.01360336e-01 -1.21108890e-02  9.07591730e-03
  6.21296465e-02  5.39879836e-02  7.74128661e-02  1.21547647e-01
  1.84724610e-02  4.17409092e-02  1.14535661e-02  2.87910849e-02
  1.27152696e-01 -5.21102734e-02 -3.97310816e-02 -5.24134189e-02
  3.66405547e-02  4.45679501e-02  1.94947403e-02  9.42275219e-04
  1.38503788e-02  2.60290913e-02 -1.22006247e-02  1.60136223e-02
 -1.38272092e-01  2.95285154e-02  2.64096186e-02 -4.21776213e-02
  6.69276565e-02  5.46130054e-02  1.27593949e-02 -5.03679365e-02
 -8.57186168e-02  6.30426630e-02 -6.01892956e-02  5.34806214e-02
  3.65988426e-02 -3.91962044e-02 -2.86309998e-02 -3.30609623e-33
  1.38937756e-02 -5.46507724e-03  7.22334161e-02 -7.68277943e-02
 -1.37872333e-02  3.07311639e-02 -1.76675897e-02  3.79021093e-02
 -7.65095353e-02 -4.28120717e-02  3.20417583e-02 -3.34655009e-02
  2.15243106e-03  1.22459056e-02  1.27529185e-02  1.63804218e-02
 -3.87504101e-02  2.61318628e-02 -7.51780644e-02  3.01735960e-02
 -4.43683118e-02 -3.35275941e-02  1.03311405e-01  2.29360536e-02
 -7.46376738e-02 -6.75467178e-02  4.19217758e-02 -7.24292593e-03
 -1.66108296e-03 -8.13696682e-02  5.92167452e-02 -1.03654608e-01
 -1.06715187e-02  4.33119424e-02 -4.71579731e-02  2.72798669e-02
 -1.65260807e-02  3.27025948e-04  1.67056359e-02  1.81888491e-02
 -1.26501145e-02  7.53440857e-02  4.55238745e-02  5.05551090e-03
 -5.94460852e-02 -4.44092080e-02 -5.32148741e-02 -1.69059150e-02
 -9.15027112e-02 -3.80264819e-02  2.27014832e-02 -7.53509849e-02
  1.86952297e-02 -1.03972796e-02  6.94830939e-02 -5.29730285e-04
 -5.31296618e-02  1.12942522e-02  7.56380334e-03  6.02396652e-02
  6.16902672e-02  9.56126663e-04 -7.24696591e-02  1.09039946e-02
  2.82286964e-02 -1.61929429e-02 -7.04946667e-02  1.79831982e-02
  1.37577727e-02  1.00500368e-01  6.56653345e-02 -5.67942560e-02
 -1.49125323e-01  3.50213423e-02 -4.59387451e-02 -5.38273109e-03
 -3.34753022e-02  1.79321487e-02 -2.68775430e-02 -4.40809838e-02
 -5.61520420e-02  2.26322971e-02 -8.16355720e-02 -1.10040233e-03
  1.38873374e-02  2.77682506e-02  8.38397909e-03  7.56133627e-03
  6.50151819e-02  6.72056973e-02  7.09555000e-02  2.34563439e-03
 -1.24428105e-02 -9.66903847e-03 -1.23034455e-02 -2.66702660e-08
  7.45737106e-02  2.35555936e-02 -7.61853252e-03 -4.14930210e-02
 -8.78859032e-03  1.93438325e-02 -2.16286331e-02 -1.60412639e-01
  1.98439155e-02  3.88573669e-02  7.44165182e-02 -6.90851510e-02
 -7.17942864e-02 -8.06604475e-02  6.17124001e-03 -6.75091967e-02
 -1.51840607e-02  1.01569332e-01 -2.20533852e-02 -2.58914474e-02
 -4.41655405e-02 -5.34652993e-02 -4.66004480e-03 -8.37966651e-02
 -9.04483348e-03 -3.15745212e-02 -2.63735279e-02 -1.45869749e-02
 -3.63129079e-02  3.05068996e-02  8.13259161e-04  4.52784449e-03
 -2.42737886e-02 -1.20453164e-01  3.48149538e-02 -4.32902807e-03
  8.93162040e-04 -5.67869321e-02  5.83814904e-02 -6.48504123e-02
  1.03244282e-01  1.54387578e-02 -3.47096063e-02  2.38156188e-02
 -4.22912762e-02 -7.95948356e-02  1.31571731e-02  2.90974006e-02
 -3.14109698e-02  1.07308943e-02 -6.00049598e-03 -2.54233796e-02
 -4.47735339e-02  1.92982703e-02 -1.17140543e-02 -5.71890175e-02
  2.79376004e-02  8.78716633e-02 -2.43836977e-02 -1.33701731e-02
  7.97095820e-02 -2.04686299e-02  5.65635273e-03 -8.79374612e-03]"
2,Capítulo I,BASES DE LA INSTITUCIONALIDAD,Artículo 3º,0,"El Estado de Chile es unitario. La administración del Estado será funcional y territorialmente descentralizada, o desconcentrada en su caso, de conformidad a la ley. Los órganos del Estado promoverán el fortalecimiento de la regionalización del país y el desarrollo equitativo y solidario entre las regiones, provincias y comunas del territorio nacional.","[ 1.03690401e-01 -5.04060499e-02 -5.35255224e-02 -7.79543864e-03
  1.06079653e-02 -2.82665454e-02 -4.85699587e-02 -1.24220662e-02
 -1.43444678e-02  2.67529059e-02  7.75532797e-02  2.69575231e-02
 -3.21478955e-02  2.03019995e-02  8.33370760e-02 -1.67098548e-02
 -6.50535524e-02 -2.75379978e-02  2.33011078e-02  1.09062530e-02
  1.37530342e-01 -4.32338864e-02 -5.63773587e-02  4.23734710e-02
 -8.84253010e-02 -4.41284617e-03 -9.17091779e-03 -5.86618707e-02
 -8.17545503e-02 -6.17650151e-02 -3.19901109e-02  2.23142784e-02
  9.51656401e-02  3.85686755e-02  2.42432524e-02  2.80004628e-02
  1.96562111e-02 -6.35800436e-02 -4.34824191e-02 -7.42738694e-03
 -1.04301423e-01 -6.22676685e-04  1.87502299e-02 -9.64813381e-02
 -5.12048304e-02 -5.85273802e-02  2.33511738e-02  8.75442401e-02
 -4.63302508e-02 -4.98588867e-02  6.04563951e-02  5.73846372e-03
 -2.49515455e-02  4.96856906e-02 -2.31276508e-02  4.73443158e-02
  4.94254753e-02 -7.20688850e-02  5.73326787e-03  8.59451294e-02
 -4.68439087e-02  5.24112657e-02 -3.70863602e-02 -4.42703534e-03
  2.70518344e-02 -1.35514801e-02  5.18404841e-02  2.10074056e-03
 -4.50770557e-02 -2.46230923e-02  1.40407458e-01 -8.63031521e-02
 -2.85880715e-02  3.98288034e-02  2.47661583e-02 -4.93150651e-02
  2.16977447e-02  6.95645958e-02  4.56327945e-02 -4.13749143e-02
  4.88009006e-02  4.91553359e-02 -1.67661030e-02 -7.45203672e-03
  2.01537143e-02 -5.32653695e-03 -4.57560979e-02 -2.88728215e-02
  4.74836864e-02  1.93254184e-02 -9.10733733e-03  4.78563718e-02
  5.67920096e-02  2.89421044e-02  1.92294009e-02 -5.75312180e-03
  7.93748423e-02 -6.36475459e-02  4.57101911e-02 -3.52656166e-03
  6.15427308e-02  1.67510379e-02 -4.68255244e-02 -1.05396286e-03
 -1.25409225e-02 -3.16244103e-02  1.90159716e-02 -3.52988914e-02
  3.94026302e-02  5.71405552e-02 -5.86286793e-03 -2.89188307e-02
 -7.37726018e-02 -2.98572890e-02 -7.51319155e-02 -5.49829938e-02
  5.01139052e-02  2.98558129e-03 -3.91302556e-02 -4.36753072e-02
  1.31526301e-02 -7.92787597e-02 -5.38290106e-02 -3.94544639e-02
  9.99026895e-02  3.23151913e-03  3.24277062e-05  1.50748114e-33
  6.48857355e-02 -7.68212080e-02 -5.87477162e-02  7.01646954e-02
 -2.48261131e-02  8.57941210e-02 -1.05320057e-02  1.05963685e-02
 -3.56688015e-02 -2.72071119e-02 -1.40235182e-02  4.34623808e-02
  1.54276928e-02  5.64678870e-02  1.59800798e-01 -3.11846100e-02
  3.17684896e-02  5.87272905e-02  8.85348991e-02  8.53164122e-02
 -4.30153348e-02  5.13583012e-02  6.94886781e-03 -2.51104968e-04
 -4.23590187e-03  6.38144612e-02 -8.37738812e-02 -3.73589173e-02
 -6.17456399e-02  2.38490365e-02 -1.49819549e-04  8.94467812e-03
  4.10475731e-02  8.42573494e-03  6.16391487e-02 -1.22396424e-02
  6.36633039e-02  2.97675878e-02 -7.26674742e-04  2.68242266e-02
 -3.06204204e-02 -1.63548663e-02 -1.68881696e-02 -1.47181591e-02
  5.15214838e-02  1.97073556e-02  9.69589651e-02  8.66227672e-02
  4.17510830e-02  4.39676543e-04 -7.28392825e-02  1.11773182e-02
  2.58925091e-02 -9.42488462e-02  7.29872882e-02  1.12008573e-02
 -7.59378821e-02  2.04900261e-02 -2.25076824e-02 -8.16025734e-02
  3.13288383e-02 -9.95903835e-03  6.03486560e-02  3.34316079e-04
  2.68308427e-02 -5.38373701e-02  1.04114925e-02 -1.00420155e-02
  1.59115866e-01  6.10111933e-03 -1.32567465e-01 -5.28109819e-02
 -1.67691354e-02  1.70287937e-01  1.86069403e-02  1.20627834e-02
  1.13833649e-02  6.06546886e-02 -1.17506133e-03  1.05326879e-03
 -1.53396741e-01  1.10189188e-02 -1.70000289e-02  6.33624643e-02
  6.47339746e-02  3.84894647e-02  3.63339521e-02  6.75385967e-02
  4.51496542e-02  6.69733668e-03 -7.66912475e-02  3.25500593e-02
 -1.95549126e-03  6.30669147e-02  8.88357237e-02 -6.50848741e-33
 -6.48675561e-02 -6.69119954e-02 -1.52666979e-02 -3.98418754e-02
 -4.88180630e-02 -1.72608886e-02 -8.72645304e-02 -2.41286159e-02
 -5.66680916e-02 -3.56022604e-02 -1.06401838e-01 -7.03614652e-02
  3.95584628e-02 -8.01872462e-03 -3.98005620e-02  5.66241853e-02
 -1.98371019e-02 -7.09979981e-02 -7.15859085e-02  3.74253839e-02
 -5.26379198e-02 -6.24070764e-02  8.65909755e-02  9.39926784e-03
 -6.95922878e-04 -6.76364750e-02 -4.34777029e-02 -7.11652339e-02
 -3.72086801e-02 -1.24630496e-01  4.11554016e-02 -1.68180056e-02
  2.52014007e-02  7.81865697e-03 -9.90689769e-02  4.15473916e-02
  9.03577916e-03 -2.38925889e-02  3.27091180e-02  5.03393337e-02
 -7.50896148e-03  7.75575489e-02  2.41135880e-02 -2.41775271e-02
 -7.19482750e-02 -3.19920965e-02  1.15316510e-02 -1.18318222e-01
 -4.48179543e-02 -4.70464788e-02  4.58538719e-02 -5.06025515e-02
 -2.58853175e-02 -8.93721730e-02  3.32115330e-02 -7.99282268e-02
 -6.59722686e-02  3.26457694e-02  6.41800324e-03  1.06052328e-02
  3.35985012e-02  2.97720693e-02 -7.13053644e-02  6.49505630e-02
 -3.91870327e-02  4.13251705e-02 -5.50600188e-03 -3.34906429e-02
  9.23158415e-03  2.28745453e-02  2.96860468e-02  4.76619694e-03
 -8.65191370e-02  6.68006614e-02 -2.09787698e-03 -9.31705534e-03
 -5.44783473e-02 -3.47562842e-02  4.78148945e-02 -3.88467982e-02
  1.10048428e-02 -2.17233729e-02 -4.28788215e-02 -7.21847713e-02
 -5.63680306e-02 -1.41685912e-02  4.44472618e-02  3.40551920e-02
  8.21769412e-04  3.79649289e-02 -3.63836102e-02 -3.70143466e-02
 -8.89674947e-02 -8.58731121e-02 -2.96947472e-02 -4.42599841e-08
  3.65789495e-02 -1.61191206e-02 -1.19449571e-02 -2.67108809e-03
 -9.68685653e-03  4.57635857e-02  3.86011899e-02 -1.29194967e-02
  5.65087870e-02  7.08306953e-02  1.83535051e-02 -1.48189235e-02
 -3.15853506e-02 -8.01430941e-02  1.75089892e-02 -2.63914727e-02
  2.71626804e-02  1.01901621e-01 -2.97104158e-02  2.11907774e-02
  2.04078518e-02  5.21297427e-03 -6.41638562e-02 -4.98391092e-02
  5.16678467e-02 -5.01027890e-02 -5.55357672e-02  8.70005973e-03
 -1.66482909e-03  2.83580609e-02 -1.41154071e-02 -9.77487117e-03
 -5.46282046e-02 -3.74609232e-02  2.04823148e-02 -6.66695181e-03
 -1.55757228e-02 -4.81025353e-02  4.28373180e-03 -7.06437379e-02
  1.75711617e-03  1.33597443e-03 -4.83647808e-02  2.26112120e-02
 -4.23519947e-02 -1.35543600e-01 -1.13715278e-02  5.88811897e-02
 -5.21251373e-03 -1.13951489e-02 -3.22968923e-02 -3.71276587e-02
  1.27807176e-02 -6.94097066e-03  5.74082285e-02 -3.71122733e-02
  4.86871302e-02 -3.74775007e-02 -8.60156491e-02  4.64075282e-02
 -2.34689824e-02  4.01633456e-02  2.18829084e-02 -3.54136340e-02]"
